,OOR_ID,Link,Agency,County,Officer,Phone,Email1,Email2,website,address,type,subtype,county,municipality,school_district,filepath
3384,3514.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3514,Pen Argyl Area School District,Northampton,"Walter M. Schlegel, Jr.",610-863-3191,righttoknow@penargylsd.org,,http://www.penargylschooldistrict.org,"1620 Teels Road , Pen Argyl, PA 18072",Local,School District,Northampton,,,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3514_Pen_Argyl_Area_School_District.pdf
3385,3515.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3515,Saucon Valley School District,Northampton,David J. Bonenberger,610-838-7028,david.bonenberger@svpanthers.org,,http://www.svpanthers.org,"2097 Polk Valley Road , Hellertown, PA 18055",Local,School District,Northampton,,Saucon Valley School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3515_Saucon_Valley_School_District.pdf
3386,3516.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3516,Wilson Area School District,Northampton,Douglas Wagner,484-373-6000,dwagner@wilsonareasd.org,,http://www.wilsonareasd.org,"2040 Washington Boulevard , Easton, PA 18042",Local,School District,Northampton,Easton,,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3516_Wilson_Area_School_District.pdf
3387,3517.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3517,Line Mountain School District,Northumberland,David M. Campbell,570-758-2640,openrecordsofficer@linemountain.com,,http://www.linemountain.com,"185 Line Mountain Road , Herndon, PA 17830",Local,School District,Northumberland,,Line Mountain School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3517_Line_Mountain_School_District.pdf
3388,3518.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3518,Milton Area School District,Northumberland,,570-742-7614,openrecords@miltonsd.org,,http://www.miltonsd.org,"700 Mahoning St , Milton, PA 17847",Local,School District,Northumberland,,,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3518_Milton_Area_School_District.pdf
3389,3519.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3519,Mount Carmel Area School District,Northumberland,Bernard Stellar,570-339-1500,openrecordsofficer@mca.k12.pa.us,,http://www.mca.k12.pa.us,"600 West 5th Street , Mount Carmel, PA 17851",Local,School District,Northumberland,Mount Carmel Twp,Mount Carmel A S D,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3519_Mount_Carmel_Area_School_District.pdf
3391,3521.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3521,Shamokin Area School District,Northumberland,Tonya Searls,570-648-5752,tmsearls@indians.k12.pa.us,,http://www.indians.k12.pa.us,"2000 West State Street , Coal Township, PA 17866",Local,School District,Northumberland,Coal Twp,Shamokin Area School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3521_Shamokin_Area_School_District.pdf
3392,3522.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3522,Shikellamy School District,Northumberland,Jason Bendle,570-286-3721,bendlej@shikbraves.org,,http://www.shikbraves.org/,"200 Island Blvd. , Sunbury, PA 17801",Local,School District,Northumberland,,Shikellamy School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3522_Shikellamy_School_District.pdf
3394,3524.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3524,Warrior Run School District,Northumberland,Heather Burke,570-649-5138,hburke@wrsd.org,,http://www.wrsd.org,"4800 Susquehanna Trail , Turbotville, PA 17772",Local,School District,Northumberland,,,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3524_Warrior_Run_School_District.pdf
3395,3525.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3525,Greenwood School District,Perry,Lori Bryner,717-589-3117,lbryner@greenwoodsd.org,,http://www.greenwoodsd.org,"405 E Sunbury St , Millerstown, PA 17062",Local,School District,Perry,,,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3525_Greenwood_School_District.pdf
3396,3527.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3527,Newport School District,Perry,Jamison Magaro,717-567-3806,jamagaro@newportsd.org,,http://www.newportsd.org/,"420 Fickes Lane , PO Box 9 , Newport, PA 17074",Local,School District,Perry,Newport Boro,Newport School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3527_Newport_School_District.pdf
3397,3528.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3528,Susquenita School District,Perry,Kent R. Smith,717-957-6000,righttoknow@susq.k12.pa.us,,http://www.susq.k12.pa.us,"1725 Schoolhouse Rd , Duncannon, PA 17020",Local,School District,Perry,,Susquenita,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3528_Susquenita_School_District.pdf
3398,3529.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3529,West Perry School District,Perry,Dr. Lucas Clouse,717-789-3934,openrecords@westperry.org,,http://www.westperry.org,"2606 Shermans Valley Road , Elliottsburg, PA 17024",Local,School District,Perry,,,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3529_West_Perry_School_District.pdf
3431,3569.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3569,Philadelphia School District,Philadelphia,"Kristina Helmers, Esquire",215-400-4120,openrecordsofficer@philasd.org,,http://www.philasd.org,"440 N Broad St , Suite 313 , Philadelphia, PA 19130",Local,School District,Philadelphia,Philadelphia City,Philadelphia City School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3569_Philadelphia_School_District.pdf
3446,3588.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3588,Delaware Valley School District,Pike,Chris Lordi,570-296-1806,clordi@dvsd.org,,http://www.dvsd.org,"236 Rt 6 & 209 , Milford, PA 18337",Local,School District,Pike,Milford Boro,Delaware Valley School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3588_Delaware_Valley_School_District.pdf
3447,3589.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3589,Austin Area School District,Potter,Pamela Terrette,814-647-8603,pterrette@austinsd.net,,http://www.austinsd.net,"138 Costello Avenue , Austin, PA 16720",Local,School District,Potter,Austin Borough,Austin Area School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3589_Austin_Area_School_District.pdf
3448,3590.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3590,Coudersport Area School District,Potter,,814-274-0509,open.records.officer@coudyschools.net,,http://www.coudeschools.net,"698 Dwight Street , Coudersport, PA 16915",Local,School District,Potter,Coudersport Boro,Coudersport Area School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3590_Coudersport_Area_School_District.pdf
3449,3591.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3591,Galeton Area School District,Potter,"Penny L. Crowell, Business Manager",814-435-6571,pcrowell@gasd.net,,http://www.gasd.net,"27 Bridge Street , Galeton, PA 16922",Local,School District,Potter,Galeton Borough,GALETON AREA S D,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3591_Galeton_Area_School_District.pdf
3450,3592.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3592,Northern Potter School District,Potter,Ronda Updyke,814-848-7506,rvannatter@northerpottersd.org,,http://www.northernpottersd.org,"745 SR 49 Northern Potter Road , Ulysses, PA 16948",Local,School District,Potter,,Northern Potter School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3592_Northern_Potter_School_District.pdf
3451,3593.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3593,Oswayo Valley School District,Potter,Amy Yohe,814-260-1700,ayohe@oswayo.com,,http://www.oswayovalley.com,"277 S. Oswayo Street , Shinglehouse, PA 16748",Local,School District,Potter,,Oswayo Valley School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3593_Oswayo_Valley_School_District.pdf
3452,3594.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3594,Blue Mountain School District,Schuylkill,Dr. David Helsel,570-366-0515,RTK_Officer@bmsd.org,,http://www.bmsd.org,"685 Red Dale Road , PO Box 188 , Orwigsburg, PA 17961",Local,School District,Schuylkill,,Blue Mountain School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3594_Blue_Mountain_School_District.pdf
3453,3595.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3595,Mahanoy Area School District,Schuylkill,Nancy Mroczka,570-773-3443,nmroczka@mabears.net,,http://www.mabears.net,"1 Golden Bear Drive , Mahanoy City, PA 17948",Local,School District,Schuylkill,Mahanoy City Boro,Mahanoy Area School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3595_Mahanoy_Area_School_District.pdf
3454,3596.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3596,Minersville Area School District,Schuylkill,Jennifer C. Lauderman,570-544-1400,jlauderman@battlinminers.com,,http://www.battlinminers.com,"1 Battlin Miners Drive , PO Box 787 , Minersville, PA 17954",Local,School District,Schuylkill,Minersville Boro,Minersville Area School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3596_Minersville_Area_School_District.pdf
3455,3597.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3597,North Schuylkill School District,Schuylkill,Merri Lynn Craig,570-874-0466,mcraig@northschuylkill.net,,http://www.northschuylkill.net,"15 Academy Lane , Ashland, PA 17921",Local,School District,Schuylkill,,,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3597_North_Schuylkill_School_District.pdf
3456,3598.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3598,Pine Grove Area School District,Schuylkill,Heath W. Renninger,570-345-2731,hrenninger@pgasd.com,,http://www.pgasd.com,"103 School Street , Pine Grove, PA 17963",Local,School District,Schuylkill,Pine Grove Boro,Pine Grove Area School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3598_Pine_Grove_Area_School_District.pdf
3457,3599.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3599,Pottsville Area School District,Schuylkill,Stacy Stair,570-621-2904,sstair@pottsville.k12.pa.us,,http://www.pottsville.k12.pa.us,"1501 W. Laurel Boulevard , Pottsville, PA 17901",Local,School District,Schuylkill,Pottsville City,Pottsville Area School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3599_Pottsville_Area_School_District.pdf
3458,3600.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3600,Schuylkill Haven Area School District,Schuylkill,Kimberly Umphrey,570-385-6705,umphreyk@shasd.org,,http://www.haven.k12.pa.us,"501 East Main Street , Schuylkill Haven, PA 17972",Local,School District,Schuylkill,,,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3600_Schuylkill_Haven_Area_School_District.pdf
3461,3603.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3603,St. Clair Area School District,Schuylkill,,,schane@saintclairsd.org,,,"227 S Mill St , Saint Clair, PA 17970",Local,School District,Schuylkill,,,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3603_St._Clair_Area_School_District.pdf
3462,3604.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3604,Tamaqua Area School District,Schuylkill,Stephen Toth,570-668-2570,stoth@tamaqua.k12.pa.us,,http://www.tamaqua.k12.pa.us,"138 W Broad St , PO Box 112 , Tamaqua, PA 18252",Local,School District,Schuylkill,Tamaqua Boro,Tamaqua Area School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3604_Tamaqua_Area_School_District.pdf
3463,3605.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3605,Tri-Valley School District,Schuylkill,Matthew Horoschak,570-682-9013,mjh@tvdawgs.net,,http://www.tri-valley.k12.pa.us,"110 W Main Street , Valley View, PA 17983-9423",Local,School District,Schuylkill,Hegins Twp,Tri-Valley School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3605_Tri-Valley_School_District.pdf
3464,3606.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3606,Williams Valley School District,Schuylkill,Kathy Ferraro,717-647-2167,kferraro@wvschools.net,,http://www.wvschools.net/wvsd/,"10330 State Rt. 209 , Tower City, PA 17980",Local,School District,Schuylkill,Tower City Boro,Williams Valley School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3606_Williams_Valley_School_District.pdf
3465,3607.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3607,Midd-West School District,Snyder,Rick Musselman,570-837-0046,musselman.richard@mwsd.cc,,http://www.mwsd.cc,"568 East Main Street , Middleburg, PA 17842",Local,School District,Snyder,,,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3607_Midd-West_School_District.pdf
3466,3608.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3608,Selinsgrove Area School District,Snyder,,570-374-1144,jhhummel@seal-pa.org,,http://www.seal-pa.org,"401 N. Eightheenth Street , Selinsgrove, AL 17870",Local,School District,Snyder,,,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3608_Selinsgrove_Area_School_District.pdf
3467,3609.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3609,Berlin Brothersvalley School District,Somerset,Karen Cotter,814-267-4621,kcotter@bbsd.com,,http://www.bbsd.com,"1025 Main Street , Berlin, PA 15530",Local,School District,Somerset,Berlin Borough,Berlin Brothersvalley School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3609_Berlin_Brothersvalley_School_District.pdf
3468,3610.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3610,Conemaugh Township Area School District,Somerset,Nicole Dull,814-479-3700,nicole.dull@ctasd.org,,http://www.ctasd.org,"300 W. Campus Avenue , Davidsville, PA 15928",Local,School District,Somerset,Conemaugh Twp,Conemaugh Township Area School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3610_Conemaugh_Township_Area_School_District.pdf
3469,3611.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3611,Meyersdale Area School District,Somerset,Tracy Wedge,(814) 634-0617 X 327,Twedge@masd.net,,,"309 Industrial Park Road , Meyersdale, PA 15552",Local,School District,Somerset,,,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3611_Meyersdale_Area_School_District.pdf
3470,3612.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3612,North Star School District,Somerset,Nina Miller,814-629-5631,rtk@nscougars.com,,http://www.nscougars.com,"1200 Morris Avenue , Boswell, PA 15531",Local,School District,Somerset,,,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3612_North_Star_School_District.pdf
3471,3613.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3613,Rockwood Area School District,Somerset,Brian K. Coughenour,814-926-4913,bcoughenour@rockwooschools.org,,http://www.rockwoodschools.org,"439 Somerset Avenue , Rockwood, PA 15557",Local,School District,Somerset,,,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3613_Rockwood_Area_School_District.pdf
3472,3614.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3614,Salisbury-Elk Lick School District,Somerset,Brenda Krause,814-662-6502,krauseb@selsd.com,,http://www.selsd.com,"196 Smith Avenue , PO Box 68 , Salisbury, PA 15558",Local,School District,Somerset,,Salisbury-Elk Lick School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3614_Salisbury-Elk_Lick_School_District.pdf
3473,3615.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3615,Shade-Central City School District,Somerset,Stacey Papinchak,814-754-4648,spapinchak@shade.k12.pa.us,,http://www.shade.k12.pa.us,"203 McGregor Avenue , Cairnbrook, PA 15924",Local,School District,Somerset,,Shade-Central City School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3615_Shade-Central_City_School_District.pdf
3474,3616.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3616,Shanksville-Stonycreek School District,Somerset,"Samuel J. Romesberg, III",814-267-4649,sromesberg@sssd.com,,http://www.sssd.com/,"1325 Cornerstone Road , PO Box 128 , Shanksville, PA 15560",Local,School District,Somerset,,Shanksville-Stonycreek School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3616_Shanksville-Stonycreek_School_District.pdf
3475,3617.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3617,Somerset Area School District,Somerset,Leanne E. Heiple,814-444-3213,lheipl@sasd.us,,http://www.sasd.us,"645 South Columbia Avenue, Suite 110 , Somerset, PA 15501",Local,School District,Somerset,Somerset Boro,Somerset Area School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3617_Somerset_Area_School_District.pdf
3477,3619.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3619,Turkeyfoot Valley Area School District,Somerset,Patricia R. Younkin,814-395-3621,pyounkin@turkeyfoot.k12.pa.us,,http://www.turkeyfoot.k12.pa.us/,"172 Turkeyfoot Road , Confluence, PA 15424",Local,School District,Somerset,Lower Turkeyfoot Twp,Turkeyfoot Valley Area School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3619_Turkeyfoot_Valley_Area_School_District.pdf
3478,3620.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3620,Windber Area School District,Somerset,Martha Dranzik,814-467-4567,mdranzik@windberschools.org,,http://www.windberschools.org,"2301 Graham Avenue , Windber, PA 15963",Local,School District,Somerset,Windber Boro,Windber Area School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3620_Windber_Area_School_District.pdf
3479,3621.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3621,Sullivan County School District,Sullivan,Douglas Lindner,570-946-8200,rtklrequests@sulcosd.k12.pa.us,,http://www.sulcosd.k12.pa.us,"777 South Street , PO Box 240 , Laporte, PA 18626",Local,School District,Sullivan,Laporte Boro,Sullivan County,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3621_Sullivan_County_School_District.pdf
3480,3622.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3622,Blue Ridge School District,Susquehanna,Matthew Button,570-465-3141,buttonma@brsd.org,detwilerl@brsd.org,http://www.brsd.org,"5150 School Road , New Milford, PA 18834",Local,School District,Susquehanna,New Milford Twp,Blue Ridge SD,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3622_Blue_Ridge_School_District.pdf
3481,3623.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3623,Elk Lake School District,Susquehanna,Jeannie L. Rogers,570-278-1106,jeannie.rogers@elklakeschool.org,,http://www.elklakeschool.org,"2380 Elk Lake School Road , Springville, PA 18816",Local,School District,Susquehanna,,Elk Lake School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3623_Elk_Lake_School_District.pdf
3482,3624.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3624,Forest City Regional School District,Susquehanna,Kathleen Seifried,570-785-2406,KSEIFRIED@FCRSD.ORG,,http://www.fcrsd.org,"100 Susquehanna Street , Forest City, PA 18421",Local,School District,Susquehanna,,,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3624_Forest_City_Regional_School_District.pdf
3483,3625.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3625,Montrose Area School District,,,570-278-6212,cmccomb@masd.info,,http://www.masd.info,"273 Meteor Way , Montrose, PA 18801",Local,School District,,,,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3625_Montrose_Area_School_District.pdf
3484,3626.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3626,Mountain View School District,Susquehanna,Karen K. Voight,570-434-2180,kvoight@mvsd.net,,http://www.mvsd.net,"11748 State Route 106 , Kingsley, PA 18826",Local,School District,Susquehanna,,,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3626_Mountain_View_School_District.pdf
3485,3627.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3627,Susquehanna Community School District,Susquehanna,Ann Stewart,570-853-4921,astewart@scschools.org,,http://www.scschools.org,"3192 Turnpike Street , Susquehanna, PA 18847",Local,School District,Susquehanna,,,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3627_Susquehanna_Community_School_District.pdf
3487,3629.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3629,Northern Tioga School District,Tioga,Alyson Yerrick,814-258-5642,alyson.yerrick@ntiogasd.org,,http://www.ntiogasd.org,"110 Ellison Road , Elkland, PA 16920",Local,School District,Tioga,,,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3629_Northern_Tioga_School_District.pdf
3488,3630.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3630,Southern Tioga School District,Tioga,,570-638-2183,kciaciulli@southerntioga.org,,http://www.southerntioga.org,"241 Main St , Blossburg, PA 16912",Local,School District,Tioga,,,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3630_Southern_Tioga_School_District.pdf
3489,3631.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3631,Wellsboro Area School District,Tioga,Bonnie Thompson,570-724-4424,bthompson@wellsboro.org,,http://www.wellsboro.org,"227 Nichols Street , Wellsboro, PA 16901",Local,School District,Tioga,Wellsboro Boro,Wellsboro Area School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3631_Wellsboro_Area_School_District.pdf
3490,3632.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3632,Lewisburg Area School District,Union,John Fairchild,570-522-3206,fairchild_j@lasd.us,,http://www.lasd.us,"1951 Washington Avenue , Lewisburg, PA 17837",Local,School District,Union,East Buffalo Township,Lewisburg Area School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3632_Lewisburg_Area_School_District.pdf
3491,3633.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3633,Mifflinburg Area School District,Union,Renee M Jilinski,570-966-8200,rjilinski@mifflinburg.org,,http://www.mifflinburg.org,"178 Maple Street , Mifflinburg, PA 17844",Local,School District,Union,Mifflin Boro,Mifflinburg Area School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3633_Mifflinburg_Area_School_District.pdf
3493,3635.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3635,Cranberry Area School District,Venango,Henry J. Karg,814-676-5628,hkarg@cranberrysd.org,,http://www.cranberrysd.org,"3 Education Dr , Seneca, PA 16346",Local,School District,Venango,Cranberry Township,Cranberry Area SD,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3635_Cranberry_Area_School_District.pdf
3494,3636.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3636,Franklin Area School District,Venango,Dr. Eugene M Thomas,814-432-2121,thomase@fasd.k12.pa.us,,http://www.fasd.k12.pa.us,"40 Knights Way , Franklin, PA 16323",Local,School District,Venango,Franklin City,Franklin Area School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3636_Franklin_Area_School_District.pdf
3495,3637.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3637,Oil City Area School District,Venango,"Lynda G, Weller",814-676-1867,lweller@mail.ocasd.org,,http://www.ocasd.org,"825 Grandview Road , Oil City, PA 16301",Local,School District,Venango,Oil City,Oil City Area School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3637_Oil_City_Area_School_District.pdf
3496,3638.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3638,Titusville Area School District,Venango,Stephanie Keebler,814-827-2715,skeebler@gorockets.org,,http://www.gorockets.org,"301 East Spruce Street , Titusville, PA 16354",Local,School District,Venango,,,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3638_Titusville_Area_School_District.pdf
3497,3639.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3639,Valley Grove School District,Venango,,814-432-4919,bemanuele@staff.vgsd.org,,http://www.vgsd.org,"429 Wiley Avenue , Franklin, PA 16323",Local,School District,Venango,,,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3639_Valley_Grove_School_District.pdf
3501,3643.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3643,Warren County School District,Warren,Ruth A. Huck,814-723-6900,huckr@wcsdpa.org,,http://www.wcsdpa.org,"6820 Market Street , Russell, PA 16345",Local,School District,Warren,County,Warren County School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3643_Warren_County_School_District.pdf
3502,3644.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3644,Avella Area School District,Washington,Laura Shola,724-356-2218,sholal@avellasd.org,,http://www.avellasd.org,"1000 Avella Road , Avella, PA 15312",Local,School District,Washington,,Avella Area School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3644_Avella_Area_School_District.pdf
