OOR_ID,Link,Agency,County,Officer,Phone,Email1,Email2,website,address,type,subtype,county,municipality,school_district
3443.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3443,Lycoming Career and Technology Center,Lycoming,Eric Butler,570-584-2300,RTK@LYCOCTC.org,,http://www.lycoctc.org,"293 Cemetery St , Hughesville, PA 17737",Local,Career and Technical Center,Lycoming,,
3444.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3444,Montgomery Area School District,Lycoming,,570-547-1608,gevangelisti@montasd.org,,http://www.montasd.org,"ATTN: District Office 120 Penn Street , Montgomery, PA 17752",Local,School District,Lycoming,,
3445.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3445,Montoursville Area School District,Lycoming,Christina Bason,570-368-2491,cbason@montoursville.k12.pa.us,,http://www.montoursville.k12.pa.us,"50 N Arch St , Montoursville, PA 17754",Local,School District,Lycoming,Montoursville Borough,Montoursville Area School District
3446.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3446,South Williamsport Area School District,Lycoming,Mark Stamm,570-327-1581,rtk@swasd.org,,http://www.swasd.org,"515 West Central Avenue , South Williamsport, PA 17702",Local,School District,Lycoming,,
3447.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3447,Williamsport Area School District,Lycoming,Wanda M. Erb,570-327-5500,werb@wasd.org,,http://www.wasd.org,"2780 West Fourth Street , Williamsport, PA 17701",Local,School District,Lycoming,,Williamsport Area School District
3448.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3448,Bradford Area School District,McKean,Samuel Johnson,814-362-3841,sjohnson@bradfordareaschools.org,,http://www.bradfordareaschools.org,"150 Lorana Avenue , Bradford, PA 16701",Local,School District,McKean,Bradford City,Bradford Area School District
3449.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3449,Kane Area School District,McKean,Sheri Brunner,814-837-9570,sbrunner@kasd.net,,https://www.kane.new.rschooltoday.com/,"400 W. Hemlock Ave.  , Kane, PA 16735",Local,School District,McKean,Kane Borough,Kane Area School District
3450.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3450,Otto-Eldred School District,,,814-817-1380,ihousler@ottoeldred.org,,http://www.ottoeldred.org,"143 R.L. Sweitzer Drive , Duke Center, PA 16729",Local,School District,,,
3451.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3451,Port Allegany School District,McKean,Adam Moate,814-642-2544,amoate@pasdedu.org,,http://www.pasdedu.org,"20 Oak Street , Port Allegany, PA 16743",Local,School District,McKean,Port Allegany Boro,Port Allegany School District
3452.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3452,Seneca Highlands Area Vocational Technical School,McKean,Anita R. Danielson,814-887-5512,adanielson@iu.org,,http://www.iu9.org,"219 Edison Bates Drive , Port Allegany, PA 16473",Local,Technical School,McKean,Port Allegany Boro,Port Allegany School District
3453.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3453,Smethport Area School District,McKean,Susan Jordan,814-887-5543,sjordan@smethportschools.com,,http://www.smethportschools.com,"414 South Mechanic Street , Smethport, PA 16749",Local,School District,McKean,Smethport Boro,Smethport Area School District
3454.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3454,Commodore Perry School District,Mercer,Maureen Werwie,724-253-3255,mwerwie@cppanthers.org,mwerwie@cppanthers.org,http://www.cppanthers.org,"3002 Perry Highway , 3002 Perry Highway , Hadley, PA 16130",Local,School District,Mercer,,
3455.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3455,Farrell Area School District,Mercer,,724-346-6585,swiesen@farrellareaschools.com,,http://www.farrellareaschools.com/,"1600 Roemer Boulevard , Farrell, PA 16121",Local,School District,Mercer,,
3456.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3456,Greenville Area School District,Mercer,Brandon Mirizio,724-588-2500,bmirizio@greenville.k12.pa.us,,http://www.greenville.k12.pa.us,"9 Donation Road , Greenville, PA 16125",Local,School District,Mercer,,
3457.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3457,Grove City Area School District,Mercer,Beth A. Harris,724-458-6733,beth.harris@gcasdk12.org,,http://www.grovecity.k12.pa.us,"511 Highland Avenue , Grove City, PA 16127",Local,School District,Mercer,Grove City Boro,Grove City Area School District
3458.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3458,Hermitage School District,Mercer,Daniel J. Bell Ed.D.,724-981-8750,dan_bell@hermitage.k12.pa.us,,http://www.hermitage.k12.pa.us/,"411 North Hermitage Road , Hermitage, PA 16148",Local,School District,Mercer,Hermitage City,Hermitage School District
3459.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3459,Jamestown Area School District,Mercer,Tracy L. Reiser,724-932-5557,Tracy.reiser@jasdmuskies.com,,http://www.jamestown.k12.pa.us,"PO Box 217,  204 Shenango Street , Jamestown, PA 16134",Local,School District,Mercer,Jamestown,Jamestown Area School District
3460.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3460,Keystone Education Center Charter School,Mercer,,724-588-2511,,,http://www.keystone.k12.pa.us,"Greenville, PA",Local,Charter School,Mercer,,
3461.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3461,Lakeview School District,Mercer,Cheryl McCauley,724-376-7911,c_mccauley@lakeview.k12.pa.us,,http://www.lakeview.k12.pa.us,"2482 Mercer Street , Stoneboro, PA 16153",Local,School District,Mercer,Stoneboro Boro,Lakeview School District
3462.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3462,Mercer Area School District,Mercer,"Dr. Ronald Rowe, Jr.",724-662-5100,rrowe@mercer.k12.pa.us,rrowe@mercer.k12.pa.us,http://www.mercer.k12.pa.us,"545 West Butler Street , Mercer, PA 16137",Local,School District,Mercer,Mercer Boro,Mercer Area School District
3463.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3463,Mercer County Career Center,Mercer,Karen Martin,724-662-3000,kmartin@mercerccc.org,,http://www.mercerccc.org,"776 Greenville Road , Mercer, PA 16137",Local,Career and Technical Center,Mercer,,
3464.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3464,Reynolds School District,Mercer,Beverly Morrison,724-646-5501,openrecords@reynolds.k12.pa.us,,http://www.reynolds.k12.pa.us/,"531 Reynolds Road , Greenville, PA 16125",Local,School District,Mercer,Pymatuning Twp,Reynolds School District
3465.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3465,Sharon City School District,Mercer,Michael J. Calla,724-983-4000,michael_calla@sharonsd.org,,http://www.sharonsd.org,"215 Forker Boulevard , Sharon, PA 16146",Local,School District,Mercer,,
3466.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3466,Sharpsville Area School District,Mercer,Ashley Mocker,724-962-8300,amocker@sasdpride.org,,http://www.sharpsville.k12.pa.us,"1 Blue Devil Way , Sharpsville, PA 16150",Local,School District,Mercer,Sharpsville Boro,Sharpsville Area School District
3467.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3467,West Middlesex Area School District,Mercer,Raymond C. Omer,724-634-3014,romer@wmask.k12.pa.us,,http://www.wmasd.k12.pa.us,"3591 Sharon Road , West Middlesex, PA 16159",Local,School District,Mercer,West Middlesex Boro,West Middlesex Area School District
3468.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3468,Mifflin County School District,Mifflin,Mark S. Sauer,717-248-0148,rtklrequests@mcsdk12.org,,http://www.mcsdk12.org,"201 8th Street-Highland Park , Lewistown, PA 17044",Local,School District,Mifflin,Derry Twp,Mifflin County School District
3469.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3469,Mifflin County Adademy of Science and Technology,Mifflin,Daniel Potutschnig,717-248-3922,dtp10@mcsdk12.org,,"http://www.theacadent,net","700 Pitt Street , Lewistown, PA 17044",Local,Career and Technical Center,Mifflin,,
3470.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3470,East Stroudsburg Area School District,Monroe,Eric Forsyth,570-424-8500,publicrecords@esasd.net,publicrecords@esasd.net,http://www.esasd.net,"50 Vine Street , East Stroudsburg, PA 18301",Local,School District,Monroe,East Stroudsburg Boro,East Stroudsburg Area School District
3471.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3471,Monroe Career and Technical Institute,Monroe,"John P. Brown, III",570-629-2001,rtkofficer@monroecti.org,,http://www.monroecti.org,"194 Laurel Lake Road , Bartonsville, PA 18321",Local,Technical School,Monroe,,
3472.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3472,Pleasant Valley School District,Monroe,Michael Simonetta,570-402-1000,simonetta.michael@pvbears.org,,http://www.pvbears.org,"2233 Route 115, Suite 100 , Brodheadsville, PA 18322",Local,School District,Monroe,Chestnuthill Twp,Pleasant Valley School District
3474.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3474,Pocono Mountain School District,Monroe,Wendy Frable,570-839-7121,openrecords@pmsd.org,,http://www.pmsd.org/,"135 Pocono Mountain Road , Swiftwater, PA 18370",Local,School District,Monroe,,
3475.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3475,Stroudsburg Area School District,Monroe,Dr. Kerri Ruck,570-213-3669,kruck@sburg.org,,http://www.sburg.org,"1100 West Main Street , Stroudsburg, PA 18360",Local,School District,Monroe,Stroudsburg Boro,Stroudsburg Area School District
3476.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3476,Abington School District,Montgomery,Chrisopher Lionetti,215-881-2541,openrecords@abington.k12.pa.us,lionca@abington.k12.pa.us,http://www.abington.k12.pa.us,"970 Highland Avenue , Abington, PA 19001",Local,School District,Montgomery,Abington Twp,Abington School District
3477.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3477,Center for Technical Studies of Montgomery County,Montgomery,,,,,,PA,Local,Technical School,Montgomery,,
3478.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3478,Cheltenham Township School District,Montgomery,Crystal Mance,215-881-6300,rtk@cheltenham.org,cmance@cheltenham.org,http://www.cheltenham.org,"2000 Ashbourne Road , Elkins Park, PA 19027",Local,School District,Montgomery,Cheltenham Twp,Cheltenham School District
3479.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3479,Colonial School District,Montgomery,Jessica Lester,610-834-1670,jlester@colonialsd.org,,http://www.colonialsd.org/index.aspx,"230 Flourtown Road , Plymouth Meeting, PA 19462",Local,School District,Montgomery,,
3480.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3480,Eastern Center for Arts and Technology,Montgomery,Cathleen Plesnarski,215-784-4800,oro@eastech.org,,http://www.eastech.org,"3075 Terwood Road , Willow Grove, PA 19090",Local,Technical School,Montgomery,Upper Moreland Twp,Upper Moreland Township School District
3481.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3481,Hatboro-Horsham School District,Montgomery,Bill Stone,215-420-5000,bstone@hatboro-horsham.org,,http://www.hatboro-horsham.org,"229 Meetinghouse Road , Horsham, PA 19044",Local,School District,Montgomery,Horsham Twp,Hatboro-Horsham School District
3482.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3482,Jenkintown School District,Montgomery,Karen Ovington,215-885-3722,ovingtonk@jtowndrakes.org,,http://www.jenkintowndrakes.org,"West and Highland Avenues , Jenkintown, PA 19046",Local,School District,Montgomery,Jenkintown Boro,Jenkintown School District
3483.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3483,Lower Merion School District,Montgomery,Denise LaPera,610-645-1930,righttoknow@lmsd.org,laperad@lmsd.org,http://www.lmsd.org,"301 E. Montgomery Avenue , Ardmore, PA 19003",Local,School District,Montgomery,Lower Merion Twp,Lower Merion School District
3484.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3484,Lower Moreland Township School District,Montgomery,Mark McGuinn,215-938-0270,mmcguinn@lmtsd.org,,http://www.lmtsd.org,"2551 Murray Avenue , Huntingdon Valley, PA 19006",Local,School District,Montgomery,Lower Moreland Twp,Lower Moreland Township School District
3485.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3485,Methacton School District,Montgomery,Ché Regina,610-489-5000,righttoknow@methacton.org,,http://www.methacton.org,"1001 Kriebel Mill Road , Eagleville, PA 19403",Local,School District,Montgomery,Worcester Twp,Methacton School District
3486.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3486,Norristown Area School District,Montgomery,,610-630-5000,cdormer@nasd.k12.pa.us,,http://www.nasd.k12.pa.us,"401 N Whitehall Rd , Norristown, PA 19403",Local,School District,Montgomery,,
3487.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3487,North Montco Tech Career Center,Montgomery,Gina Pardovich,215-280-0621,gpardovich@nmtcc.org,gpardovich@nmtcc.org,http://www.nmtcc.org,"1265 Sumneytown Pike , Lansdale, PA 19446",Local,Career and Technical Center,Montgomery,Towamencin Twp,North Penn School District
3488.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3488,North Penn School District,Montgomery,Dawn Johnston,215-853-1011,openrecords@npenn.org,openrecords@npenn.org,http://www.npenn.org,"401 E. Hancock Street , Lansdale, PA 19446",Local,School District,Montgomery,Lansdale Boro,North Penn School District
3489.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3489,Pennsylvania Virtual Charter School,Montgomery,Julie Pufko,610-275-8500,openrecordsofficer@pavcsk12.org,,http://www.pavcs.org,"630 Park Ave. , King of Prussia, PA 19406",Local,Local Education Agency,Montgomery,Upper Merion Twp,Upper Merion Area School District
3490.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3490,Perkiomen Valley School District,Montgomery,Dr. Barbara A. Russell,610-489-8506,brussell@pvsd.org,,http://www.pvsd.org,"3 Iron Bridge Drive , Collegeville, PA 19426",Local,School District,Montgomery,Perkiomen Twp,Perkiomen Valley School District
3491.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3491,Pottsgrove School District,Montgomery,David I. Nester,610-327-2277,dnester@pgsd.org,,http://www.pgsd.org/,"1301 Kauffman Road , Pottstown, PA 19464",Local,School District,Montgomery,Lower Pottsgrove Twp,Pottsgrove School District
3492.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3492,Pottstown School District,Montgomery,Maureen Jampo,610-323-8200,righttoknow@pottstownk12.org,,http://www.pottstownschools.com,"230 Beech Street , Pottstown, PA 19464",Local,School District,Montgomery,Pottstown Boro,Pottstown School District
3493.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3493,Souderton Area School District,Montgomery,Michael Taylor,215-723-6061,mtaylor@soudertonsd.org,,http://www.soudertonsd.org,"760 Lower Road , Souderton, PA 18964",Local,School District,Montgomery,Souderton Boro,Souderton Area School District
3494.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3494,Souderton Charter School Collaborative,Montgomery,Wendy Ormsby,215-721-4560,wendyo@scsc4kids.org,,http://www.scsc4kids.org,"110 East Broad Street , Souderton, PA 18964",Local,Charter School,Montgomery,,
3495.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3495,Springfield Township School District,Montgomery,Cara A Green,215-233-6000,RTK@SDST.org,,http://www.sdst.org,"1901 E Paper Mill Rd , Oreland, PA 19075",Local,School District,Montgomery,Springfield,School District of Springfield Township
3496.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3496,Spring-Ford Area School District,Montgomery,Robert W. Rizzo,610-705-6220,rrizz@spring-ford.net,,http://www.spring-ford.net,"857 South Lewis Road , Royersford, PA 19468",Local,School District,Montgomery,Upper Providence Twp,Spring-Ford Area School District
3498.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3498,Upper Merion Area School District,Montgomery,Michael P. Keeley,610-205-6417,mkeeley@umasd.org,,http://www.umasd.org,"435 Crossfield Road , King of Prussia, PA 19406",Local,School District,Montgomery,Upper Merion Twp,Upper Merion Area School District
3499.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3499,Upper Moreland Township School District,Montgomery,Matthew M. Lentz,215-830-1511,mmalinowski@umtsd.org,,http://www.umtsd.org,"2900 Terwood Road , Willow Grove, PA 19090",Local,School District,Montgomery,Upper Moreland Twp,Upper Moreland Township School District
3500.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3500,Upper Perkiomen School District,Montgomery,Kristal Bitner,215-541-2455,upsdrtk@upsd.org,,http://www.upsd.org,"2229 East Buck Road, Ste 2 , Pennsburg, PA 18073",Local,School District,Montgomery,Upper Hanover Twp,Upper Perkiomen S D
3501.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3501,Western Center for Technical Studies,Montgomery,,,,,,PA,Local,Technical School,Montgomery,,
3502.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3502,Wissahickon School District,Montgomery,Wade Coleman,215-619-8000,wcoleman@wsdweb.org,,http://www.wsdweb.org/,"601 Knight Road , Ambler, PA 19002",Local,School District,Montgomery,Lower Gwynedd Twp,Wissahickon School District
3503.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3503,Danville Area School District,Montour,Wendy L Bartholomew,570-271-3268,wbartholomew@danvillesd.org,,http://www.danville.k12.pa.us,"733 Ironmen Lane , Danville, PA 17821",Local,School District,Montour,Danville Boro,Danville Area School District
3504.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3504,Danville Center Adolescent Female,Montour,,,,,,PA,Local,,Montour,,
3505.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3505,Bangor Area School District,Northampton,William Haws,610-588-2163,hawswi@bangorsd.org,,http://www.bangor.k12.pa.us/,"123 Five Points Richmond Rd , Bangor, PA 18013",Local,School District,Northampton,,
3506.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3506,Bethlehem Area School District,Northampton,Stacy M. Gober,610-861-0500,righttoknow@basdschools.org,sgober@basdschools.org,http://www.beth.k12.pa.us,"1516 Sycamore Street , Bethlehem, PA 18017",Local,School District,Northampton,Bethlehem City,Bethlehem Area SD
3507.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3507,Bethlehem Area Vocational Technical School,Northampton,Debra Miller,610-866-8013,millerd@bavts.org,,http://www.bethlehemavts.org,"3300 Chester Avenue , Bethlehem, PA 18020",Local,Career and Technical Center,Northampton,,
3508.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3508,Career Institute of Technology,Northampton,Adrianne Jones,610-258-2857,jones@citvt.com,,http://www.citvt.com,"5335 Kesslersville Road , Easton, PA 18040",Local,Career and Technical Center,Northampton,Forks Twp,Easton Area School District
3509.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3509,Easton Area School District,Northampton,John Burrus,610-250-2400,rtk@eastonsd.org,,http://www.eastonsd.org,"1801 Bushkill Drive , Easton, PA 18040",Local,School District,Northampton,Forks Twp,Easton Area School District
3510.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3510,Lehigh Valley Academy Regional Charter School,Northampton,Susan Mauser,610-866-9660,s.mauser@lvacademy.org,k.koons@lvacademy.org,http://www.lvacademy.org,"1560 Valley Center Parkway , Bethlehem, PA 18017",Local,Charter School,Northampton,,
3511.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3511,Lehigh Valley Charter High School for Performing Arts,Northampton,,,,,,PA,Local,Charter School,Northampton,,
3512.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3512,Nazareth Area School District,Northampton,Adrienne Langen,610-759-1170,alangen@nazarethasd.org,,http://www.nazarethasd.k12.pa.us,"1 Edcuation Plaza , Nazareth, PA 18064",Local,School District,Northampton,Upper Nazareth Twp,Nazareth Area School District
3513.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3513,Northampton Area School District,Northampton,Jason Williamson,610-262-7811,williamj@nasdschools.org,,http://www.nasdschools.org,"2014 Laubach Ave , Northampton, PA 18067",Local,School District,Northampton,Northampton Boro,Northampton Area School District
3514.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3514,Pen Argyl Area School District,Northampton,"Walter M. Schlegel, Jr.",610-863-3191,righttoknow@penargylsd.org,,http://www.penargylschooldistrict.org,"1620 Teels Road , Pen Argyl, PA 18072",Local,School District,Northampton,,
3515.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3515,Saucon Valley School District,Northampton,David J. Bonenberger,610-838-7028,david.bonenberger@svpanthers.org,,http://www.svpanthers.org,"2097 Polk Valley Road , Hellertown, PA 18055",Local,School District,Northampton,,Saucon Valley School District
3516.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3516,Wilson Area School District,Northampton,Douglas Wagner,484-373-6000,dwagner@wilsonareasd.org,,http://www.wilsonareasd.org,"2040 Washington Boulevard , Easton, PA 18042",Local,School District,Northampton,Easton,
3517.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3517,Line Mountain School District,Northumberland,David M. Campbell,570-758-2640,openrecordsofficer@linemountain.com,,http://www.linemountain.com,"185 Line Mountain Road , Herndon, PA 17830",Local,School District,Northumberland,,Line Mountain School District
3518.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3518,Milton Area School District,Northumberland,,570-742-7614,openrecords@miltonsd.org,,http://www.miltonsd.org,"700 Mahoning St , Milton, PA 17847",Local,School District,Northumberland,,
3519.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3519,Mount Carmel Area School District,Northumberland,Bernard Stellar,570-339-1500,openrecordsofficer@mca.k12.pa.us,,http://www.mca.k12.pa.us,"600 West 5th Street , Mount Carmel, PA 17851",Local,School District,Northumberland,Mount Carmel Twp,Mount Carmel A S D
3520.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3520,Northumberland County Area Vocational Technical School,Northumberland,,,,,,PA,Local,Technical School,Northumberland,,
3521.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3521,Shamokin Area School District,Northumberland,Tonya Searls,570-648-5752,tmsearls@indians.k12.pa.us,,http://www.indians.k12.pa.us,"2000 West State Street , Coal Township, PA 17866",Local,School District,Northumberland,Coal Twp,Shamokin Area School District
3522.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3522,Shikellamy School District,Northumberland,Jason Bendle,570-286-3721,bendlej@shikbraves.org,,http://www.shikbraves.org/,"200 Island Blvd. , Sunbury, PA 17801",Local,School District,Northumberland,,Shikellamy School District
3523.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3523,Susq-Cyber Charter School,Columbia,,(570)245-0252 X 309,,,http://www.susqcyber.org,"Bloomsburg, PA",Local,Charter School,Columbia,,
3524.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3524,Warrior Run School District,Northumberland,Heather Burke,570-649-5138,hburke@wrsd.org,,http://www.wrsd.org,"4800 Susquehanna Trail , Turbotville, PA 17772",Local,School District,Northumberland,,
3525.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3525,Greenwood School District,Perry,Lori Bryner,717-589-3117,lbryner@greenwoodsd.org,,http://www.greenwoodsd.org,"405 E Sunbury St , Millerstown, PA 17062",Local,School District,Perry,,
3527.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3527,Newport School District,Perry,Jamison Magaro,717-567-3806,jamagaro@newportsd.org,,http://www.newportsd.org/,"420 Fickes Lane , PO Box 9 , Newport, PA 17074",Local,School District,Perry,Newport Boro,Newport School District
3528.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3528,Susquenita School District,Perry,Kent R. Smith,717-957-6000,righttoknow@susq.k12.pa.us,,http://www.susq.k12.pa.us,"1725 Schoolhouse Rd , Duncannon, PA 17020",Local,School District,Perry,,Susquenita
3529.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3529,West Perry School District,Perry,Dr. Lucas Clouse,717-789-3934,openrecords@westperry.org,,http://www.westperry.org,"2606 Shermans Valley Road , Elliottsburg, PA 17024",Local,School District,Perry,,
3530.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3530,Ad Prima Charter School,Philadelphia,,(267)403-2672 X 304,,,,"Philadelphia, PA",Local,Charter School,Philadelphia,,
3531.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3531,Agora Cyber Charter School,Montgomery,James Donovan,610-230-2248,jdonovan@agora.org,,http://www.agoraeagles.org,"1018 West 8th Avenue , King of Prussia, PA 19406",Local,Charter School,Montgomery,,
3532.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3532,Alliance for Progress Charter School,Philadelphia,,215-232-4892,,,http://www.afpcs.org,"Philadelphia, PA",Local,Charter School,Philadelphia,,
3533.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3533,Architecture and Design Charter High School,Philadelphia,,,,,,PA,Local,Charter School,Philadelphia,,
3534.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3534,Belmont Charter School,Philadelphia,,215-823-8208,,,http://www.cea-philly.org,"Philadelphia, PA",Local,Charter School,Philadelphia,,
3535.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3535,Christopher Columbus Charter School,Philadelphia,,215-925-7400,,,http://www.cccs.k12.pa.us,"Philadelphia, PA",Local,Charter School,Philadelphia,,
3536.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3536,Community Academy of Philadelphia Charter School,Philadelphia,Kianna Acabeo,215-533-6700,publicinfo@communityacademy.org,kacabeo@communityacademy.org,http://www.communityacademy.org,"1100 E. Erie Avenue , Philadelphia, PA 19124",Local,Charter School,Philadelphia,Philadelphia City,Philadelphia City School District
3537.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3537,Delaware Valley Charter High School,Philadelphia,,,,,http://www.dvchs.net,PA,Local,Charter School,Philadelphia,,
3538.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3538,Discovery Charter School,Philadelphia,,215-879-8182,,,http://www.discoverycharterschool.com,"Philadelphia, PA",Local,Charter School,Philadelphia,,
3539.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3539,Eugenio Maria De Hostos Charter School,Philadelphia,Alberto Vargas,215-324-7012,rtk@hostos.aspirapa.org,,http://www.hostoscharterschool.org,"6301 North 2nd Street , Philadelphia, PA 19120",Local,Local Education Agency,Philadelphia,Philadelphia City,Philadelphia City School District
3540.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3540,Family Charter School,Philadelphia,,,,,,PA,Local,Charter School,Philadelphia,,
3542.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3542,Folk Arts-Cultural Treasures Charter School,Philadelphia,,215-569-2600,,,http://www.factschool.org,"Philadelphia, PA",Local,Charter School,Philadelphia,,
3543.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3543,Franklin Towne Charter High School,Philadelphia,,,,,http://www.Franklintowne.org,PA,Local,Charter School,Philadelphia,,
